"Inicio del informe","Fin del informe","Nombre de la campaña",Plataforma,Ubicación,"Plataforma de dispositivos","Dispositivo de la impresión",Inicio,Finalización,"Importe gastado (MXN)",Alcance,Frecuencia,Impresiones,"Clics en el enlace",Resultados,"Indicador de resultado","Costo por resultados","Costo por mil personas alcanzadas (MXN)","CPC (costo por clic en el enlace) (MXN)","Clientes potenciales","Clientes potenciales en Facebook","Registros completados","Registros completados en el sitio web","Clientes potenciales en el sitio web"
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,5.79,122,1.0245901639344,125,3,,,,47.45901639,1.93,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPod,2020-05-01,2020-05-31,0,0,0,1,,,,,0,,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,78.55,990,1.1212121212121,1110,11,1,actions:onsite_conversion.lead_grouped,78.55,79.34343434,7.14090909,1,1,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0,0,0,1,,,,,0,,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,72,904,1.0884955752212,984,12,1,actions:onsite_conversion.lead_grouped,72,79.6460177,6,1,1,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,0.28,6,1.1666666666667,7,,,,,46.66666667,,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.42,5,1,5,,,,,84,,,,,,
2020-05-03,2020-05-03,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.14,4,1,4,,,,,35,,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,40.35,818,1.0146699266504,830,4,,,,49.32762836,10.0875,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.14,7,1.1428571428571,8,1,,,,20,0.14,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,35.01,785,1.0152866242038,797,11,2,actions:onsite_conversion.lead_grouped,17.505,44.59872611,3.18272727,2,2,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,0.32,10,1,10,1,,,,32,0.32,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,1.33,35,1,35,1,,,,38,1.33,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,13.18,55,1.0181818181818,56,2,,,,239.63636364,6.59,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,0.31,1,1,1,,,,,310,,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,9.26,57,1,57,,,,,162.45614035,,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.01,5,1,5,,,,,2,,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.08,4,1,4,,,,,20,,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.02,5,1,5,,,,,4,,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares",iPhone,2020-05-01,2020-05-31,0.11,3,1,3,,,,,36.66666667,,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.01,2,1,2,,,,,5,,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,12.48,370,1.0459459459459,387,1,,,,33.72972973,12.48,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,13.66,236,1.0635593220339,251,1,,,,57.88135593,13.66,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,100.01,1354,1.1233382570162,1521,7,,,,73.86262925,14.28714286,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.06,4,1,4,,,,,15,,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,100.55,935,1.1197860962567,1047,9,3,actions:onsite_conversion.lead_grouped,33.516666666667,107.54010695,11.17222222,3,3,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,0.4,11,1.0909090909091,12,,,,,36.36363636,,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.86,8,1,8,,,,,107.5,,,,,,
2020-05-02,2020-05-02,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.1,1,1,1,,,,,100,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPod,2020-05-01,2020-05-31,0.02,1,1,1,,,,,20,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,55.51,1057,1.0132450331126,1071,7,,,,52.51655629,7.93,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.27,8,1,8,,,,,33.75,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.02,1,1,1,,,,,20,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,45.69,832,1.0132211538462,843,6,2,actions:onsite_conversion.lead_grouped,22.845,54.91586538,7.615,2,2,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,0.95,14,1,14,,,,,67.85714286,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.32,18,1,18,,,,,17.77777778,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,13.83,58,1,58,1,,,,238.44827586,13.83,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,0.04,1,1,1,,,,,40,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,10.78,51,1,51,,,,,211.37254902,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.51,6,1,6,,,,,85,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.18,5,1,5,,,,,36,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.04,4,1,4,,,,,10,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares",iPhone,2020-05-01,2020-05-31,0.01,2,1,2,,,,,5,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.02,2,1,2,,,,,10,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,12.21,533,1.0450281425891,557,4,,,,22.90806754,3.0525,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,10.26,327,1.0336391437309,338,2,,,,31.37614679,5.13,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPod,2020-05-01,2020-05-31,0.1,1,1,1,,,,,100,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,78.43,1072,1.1240671641791,1205,8,1,actions:onsite_conversion.lead_grouped,78.43,73.16231343,9.80375,1,1,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.34,6,1,6,,,,,56.66666667,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,78.02,676,1.1227810650888,759,9,2,actions:onsite_conversion.lead_grouped,39.01,115.41420118,8.66888889,2,2,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,1.47,18,1.0555555555556,19,,,,,81.66666667,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.75,10,1,10,,,,,75,,,,,,
2020-05-01,2020-05-01,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.57,2,1,2,,,,,285,,,,,,
